LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO
LOS ANGELES,9006495A,1646,103,N, ,VBM PORTION,1354,661,544
LOS ANGELES,9006495A,1646,103,N,4120,TOTAL,1647,743,731
LOS ANGELES,9006500A,1647,103,N, ,POLLING PLACE,279,85,173
LOS ANGELES,9006500A,1647,103,N, ,VBM PORTION,1142,583,426
LOS ANGELES,9006500A,1647,103,N,3506,TOTAL,1421,668,599
LOS ANGELES,9006611A,1648,102,N, ,POLLING PLACE,293,114,157
LOS ANGELES,9006611A,1648,102,N, ,VBM PORTION,1315,741,437
LOS ANGELES,9006611A,1648,102,N,4737,TOTAL,1608,855,594
LOS ANGELES,9006624A,1649,102,N, ,POLLING PLACE,310,111,174
LOS ANGELES,9006624A,1649,102,N, ,VBM PORTION,1377,689,542
LOS ANGELES,9006624A,1649,102,N,4683,TOTAL,1687,800,716
LOS ANGELES,9006651A,1650,102,N, ,POLLING PLACE,237,89,131
LOS ANGELES,9006651A,1650,102,N, ,VBM PORTION,864,436,292
LOS ANGELES,9006651A,1650,102,N,3396,TOTAL,1101,525,423
LOS ANGELES,9006660A,1651,97,N, ,POLLING PLACE,271,89,160
LOS ANGELES,9006660A,1651,97,N, ,VBM PORTION,1443,702,577
LOS ANGELES,9006660A,1651,97,N,3796,TOTAL,1714,791,737
LOS ANGELES,9006667A,1652,97,N, ,POLLING PLACE,258,90,156
LOS ANGELES,9006667A,1652,97,N, ,VBM PORTION,1527,675,658
LOS ANGELES,9006667A,1652,97,N,3814,TOTAL,1785,765,814
LOS ANGELES,9006917A,1653,245,N, ,POLLING PLACE,82,56,21
LOS ANGELES,9006917A,1653,245,N, ,VBM PORTION,280,180,71
LOS ANGELES,9006917A,1653,245,N,2499,TOTAL,362,236,92
LOS ANGELES,9007016A,6706,195,Y, ,POLLING PLACE,67,43,19
LOS ANGELES,9007016A,6706,195,Y, ,VBM PORTION,519,368,92
LOS ANGELES,9007016A,6706,195,Y,1918,TOTAL,586,411,111
LOS ANGELES,9007018A,1654,238,N, ,POLLING PLACE,164,131,27
LOS ANGELES,9007018A,1654,238,N, ,VBM PORTION,352,272,56
LOS ANGELES,9007018A,1654,238,N,3426,TOTAL,516,403,83
LOS ANGELES,9007114A,1655,195,N, ,POLLING PLACE,83,51,27
LOS ANGELES,9007114A,1655,195,N, ,VBM PORTION,320,234,61
LOS ANGELES,9007114A,1655,195,N,2263,TOTAL,403,285,88
LOS ANGELES,9007132A,1656,91,N, ,POLLING PLACE,177,80,92
LOS ANGELES,9007132A,1656,91,N, ,VBM PORTION,1197,777,273
LOS ANGELES,9007132A,1656,91,N,2867,TOTAL,1374,857,365
LOS ANGELES,9007222B,6707,200,Y, ,POLLING PLACE,9,6,2
LOS ANGELES,9007222B,6707,200,Y, ,VBM PORTION,59,48,8
LOS ANGELES,9007222B,6707,200,Y,144,TOTAL,68,54,10
LOS ANGELES,9007224A,6708,200,Y, ,POLLING PLACE,1,1,0
LOS ANGELES,9007224A,6708,200,Y, ,VBM PORTION,2,2,0
LOS ANGELES,9007224A,6708,200,Y,15,TOTAL,3,3,0
LOS ANGELES,9007228B,1657,201,N, ,POLLING PLACE,190,121,60
LOS ANGELES,9007228B,1657,201,N, ,VBM PORTION,1091,721,256
LOS ANGELES,9007228B,1657,201,N,3611,TOTAL,1281,842,316
LOS ANGELES,9007321A,1658,95,N, ,POLLING PLACE,326,77,233
LOS ANGELES,9007321A,1658,95,N, ,VBM PORTION,760,282,388
LOS ANGELES,9007321A,1658,95,N,2627,TOTAL,1086,359,621
LOS ANGELES,9007341A,6709,65,Y, ,POLLING PLACE,55,31,21
LOS ANGELES,9007341A,6709,65,Y, ,VBM PORTION,222,135,77
LOS ANGELES,9007341A,6709,65,Y,1551,TOTAL,277,166,98
LOS ANGELES,9007349A,1659,206,N, ,POLLING PLACE,130,76,47
LOS ANGELES,9007349A,1659,206,N, ,VBM PORTION,654,408,161
LOS ANGELES,9007349A,1659,206,N,2786,TOTAL,784,484,208
LOS ANGELES,9007385A,1660,157,N, ,POLLING PLACE,200,125,64
LOS ANGELES,9007385A,1660,157,N, ,VBM PORTION,1097,814,222
LOS ANGELES,9007385A,1660,157,N,3936,TOTAL,1297,939,286
LOS ANGELES,9007388A,1661,153,N, ,POLLING PLACE,101,63,34
LOS ANGELES,9007388A,1661,153,N, ,VBM PORTION,586,394,158
LOS ANGELES,9007388A,1661,153,N,2434,TOTAL,687,457,192
LOS ANGELES,9007393A,6710,153,Y, ,POLLING PLACE,24,17,7
LOS ANGELES,9007393A,6710,153,Y, ,VBM PORTION,99,82,13
LOS ANGELES,9007393A,6710,153,Y,501,TOTAL,123,99,20
LOS ANGELES,9007542A,1662,197,N, ,POLLING PLACE,113,78,28
LOS ANGELES,9007542A,1662,197,N, ,VBM PORTION,303,223,60
LOS ANGELES,9007542A,1662,197,N,2433,TOTAL,416,301,88
LOS ANGELES,9007689A,1663,59,N, ,POLLING PLACE,346,138,196
LOS ANGELES,9007689A,1663,59,N, ,VBM PORTION,1925,946,811
LOS ANGELES,9007689A,1663,59,N,4626,TOTAL,2271,1084,1007
LOS ANGELES,9007693D,1664,59,N, ,POLLING PLACE,303,93,193
LOS ANGELES,9007693D,1664,59,N, ,VBM PORTION,1452,691,650
LOS ANGELES,9007693D,1664,59,N,3830,TOTAL,1755,784,843
LOS ANGELES,9007735A,1665,71,N, ,POLLING PLACE,161,45,105
LOS ANGELES,9007735A,1665,71,N, ,VBM PORTION,533,255,248
LOS ANGELES,9007735A,1665,71,N,3317,TOTAL,694,300,353
LOS ANGELES,9007737A,1666,71,N, ,POLLING PLACE,189,74,109
LOS ANGELES,9007737A,1666,71,N, ,VBM PORTION,688,334,305
LOS ANGELES,9007737A,1666,71,N,3747,TOTAL,877,408,414
LOS ANGELES,9007745A,1667,71,N, ,POLLING PLACE,174,74,91
LOS ANGELES,9007745A,1667,71,N, ,VBM PORTION,607,335,234
LOS ANGELES,9007745A,1667,71,N,3875,TOTAL,781,409,325
LOS ANGELES,9007803B,1668,21,N, ,POLLING PLACE,177,58,114
LOS ANGELES,9007803B,1668,21,N, ,VBM PORTION,543,262,209
LOS ANGELES,9007803B,1668,21,N,2318,TOTAL,720,320,323
LOS ANGELES,9007807A,1669,21,N, ,POLLING PLACE,195,92,87
LOS ANGELES,9007807A,1669,21,N, ,VBM PORTION,800,406,263
LOS ANGELES,9007807A,1669,21,N,3115,TOTAL,995,498,350
LOS ANGELES,9007838A,1670,21,N, ,POLLING PLACE,287,106,158
LOS ANGELES,9007838A,1670,21,N, ,VBM PORTION,934,509,295
LOS ANGELES,9007838A,1670,21,N,4238,TOTAL,1221,615,453
LOS ANGELES,9007864A,1671,116,N, ,POLLING PLACE,183,83,91
LOS ANGELES,9007864A,1671,116,N, ,VBM PORTION,715,442,201
LOS ANGELES,9007864A,1671,116,N,4280,TOTAL,898,525,292
LOS ANGELES,9007884A,1672,116,N, ,POLLING PLACE,154,68,77
LOS ANGELES,9007884A,1672,116,N, ,VBM PORTION,623,364,201
LOS ANGELES,9007884A,1672,116,N,3054,TOTAL,777,432,278
LOS ANGELES,9007886A,1673,116,N, ,POLLING PLACE,164,63,96
LOS ANGELES,9007886A,1673,116,N, ,VBM PORTION,823,489,236
LOS ANGELES,9007886A,1673,116,N,4013,TOTAL,987,552,332
LOS ANGELES,9007888A,1674,116,N, ,POLLING PLACE,145,48,91
LOS ANGELES,9007888A,1674,116,N, ,VBM PORTION,510,254,199
LOS ANGELES,9007888A,1674,116,N,2986,TOTAL,655,302,290
LOS ANGELES,9007902A,6711,116,Y, ,POLLING PLACE,79,36,40
LOS ANGELES,9007902A,6711,116,Y, ,VBM PORTION,203,106,74
LOS ANGELES,9007902A,6711,116,Y,879,TOTAL,282,142,114
LOS ANGELES,9007903A,1675,115,N, ,POLLING PLACE,166,72,79
LOS ANGELES,9007903A,1675,115,N, ,VBM PORTION,665,402,224
LOS ANGELES,9007903A,1675,115,N,3376,TOTAL,831,474,303
LOS ANGELES,9007927A,1676,101,N, ,POLLING PLACE,280,95,167
LOS ANGELES,9007927A,1676,101,N, ,VBM PORTION,1360,628,533
LOS ANGELES,9007927A,1676,101,N,4121,TOTAL,1640,723,700
LOS ANGELES,9007928C,6712,100,Y, ,POLLING PLACE,0,0,0
LOS ANGELES,9007928C,6712,100,Y, ,VBM PORTION,10,3,4
LOS ANGELES,9007928C,6712,100,Y,21,TOTAL,10,3,4
LOS ANGELES,9007936A,6713,102,Y, ,POLLING PLACE,3,2,1
LOS ANGELES,9007936A,6713,102,Y, ,VBM PORTION,34,22,9
LOS ANGELES,9007936A,6713,102,Y,77,TOTAL,37,24,10
LOS ANGELES,9007954A,1677,102,N, ,POLLING PLACE,261,103,139
LOS ANGELES,9007954A,1677,102,N, ,VBM PORTION,1339,750,445
LOS ANGELES,9007954A,1677,102,N,4964,TOTAL,1600,853,584
LOS ANGELES,9009000B,6714,300,Y, ,POLLING PLACE,1,0,1
LOS ANGELES,9009000B,6714,300,Y, ,VBM PORTION,14,9,5
LOS ANGELES,9009000B,6714,300,Y,47,TOTAL,15,9,6
